GeneID	Common name	chrom	Strand	TSS	TTS	
YJL106W	"IME2, SME1"	chrX	+	221210	223427	
Unit373		chrX	+	223664	224867	
YJL105W	SET4	chrX	+	224875	226837	
SUT628		chrX	-	227088	226320	
YJL104W	"PAM16, TIM16, MIA1"	chrX	+	227201	227865	
YJL103C		chrX	-	230996	229141	
YJL102W	MEF2	chrX	+	231177	233625	
YJL101C	GSH1	chrX	-	236421	234037	
YJL100W	LSB6	chrX	+	236745	238993	
SUT629		chrX	-	239120	238264	
YJL099W	"CHS6, CSD3"	chrX	+	239241	240281	
YJL098W	SAP185	chrX	+	241881	245185	
YJL097W	PHS1	chrX	+	245441	246081	
YJL096W	"MRPL49, YmL49"	chrX	+	246361	246865	
YJL095W	"BCK1, SSP31, SLK1, SAP3, LAS3"	chrX	+	246849	251690	
YJL094C	KHA1	chrX	-	254414	251678	
YJL093C	"TOK1, YPK1, YORK, YKC1, DUK1"	chrX	-	256718	254654	
YJL092W	"HPR5, RADH1, RADH, SRS2"	chrX	+	257162	260946	
SUT208		chrX	+	261117	262429	
YJL091C	GWT1	chrX	-	262494	260895	
YJL090C	DPB11	chrX	-	265054	262630	
YJL089W	SIP4	chrX	+	265746	268515	
YJL088W	ARG3	chrX	+	268690	269522	
YJL087C	"TRL1, RLG1, LIG1"	chrX	-	272494	270214	
YJL085W	EXO70	chrX	+	272674	274594	
YJL084C		chrX	-	278062	275262	
YJL083W	TAX4	chrX	+	278698	281050	
CUT686		chrX	-	280713	280009	
Unit374		chrX	+	280842	280959	
YJL082W	IML2	chrX	+	281034	283338	
YJL081C	"ARP4, ACT3"	chrX	-	285245	283702	
YJL080C	SCP160	chrX	-	289374	285470	
SUT209		chrX	+	289653	291069	
YJL079C	PRY1	chrX	-	290798	289619	
YJL077W-B		chrX	+	293867	294245	
YJL078C	PRY3	chrX	-	293990	289638	
YJL077C	ICS3	chrX	-	295085	294410	
YJL076W	"NET1, SRM8, CFI1, ESC5"	chrX	+	295114	298874	
YJL074C	SMC3	chrX	-	302798	299446	
YJL073W	"JEM1, KAR8"	chrX	+	302994	303874	
YJL072C	"PSF2, CDC102"	chrX	-	305838	305190	
YJL071W	"ARG2, HRB574"	chrX	+	305962	307802	
YJL070C		chrX	-	310574	307918	
YJL069C	UTP18	chrX	-	312646	311606	
YJL068C		chrX	-	313862	312846	
YJL066C	MPM1	chrX	-	314958	313846	
YJL065C	DLS1	chrX	-	315581	314798	
YJL063C	"MRPL8, YmL8, HRD238"	chrX	-	316454	314942	
YJL062W-A		chrX	+	316543	317080	
YJL062W	"LAS21, GPI7"	chrX	+	317170	319682	
anti-YJL062W		chrX	-	317253	316989	
SUT631		chrX	-	319801	319305	
YJL061W	"NUP82, HRB187"	chrX	+	319882	322170	
YJL060W	BNA3	chrX	+	323274	324634	
YJL059W	"YHC3, BTN1"	chrX	+	324858	325690	
YJL058C	BIT61	chrX	-	327854	326102	
YJL057C	IKS1	chrX	-	330174	329134	
YJL056C	"ZAP1, ZRG10"	chrX	-	333014	330438	
YJL055W		chrX	+	333242	333978	
YJL054W	TIM54	chrX	+	333962	334194	
YJL053W	"PEP8, VPT4, VPS26, GRD6"	chrX	+	335778	336970	
CUT689		chrX	-	337753	337057	
YJL052C-A		chrX	-	338027	337628	
YJL052W	"TDH1, GLD3"	chrX	+	338106	339146	
YJL051W		chrX	+	339618	342186	
anti096		chrX	-	342190	340485	
YJL050W	"MTR4, DOB1"	chrX	+	342378	345666	
YJL049W		chrX	+	345874	347242	
YJL048C	"UBX6, CUI2"	chrX	-	348774	347366	
Unit352		chrX	-	348797	348588	
YJL047C-A		chrX	-	349202	348788	
CUT211		chrX	+	349301	349989	
YJL047C	"RTT101, CULLIN 8, CULC, CUL8"	chrX	-	352126	348758	
YJL046W		chrX	+	352258	353650	
YJL045W	SDH1b	chrX	+	355844	358028	
YJL044C	GYP6	chrX	-	359654	358102	
YJL043W		chrX	+	359950	361003	
YJL042W	MHP1	chrX	+	361090	365330	
YJL041W	NSP1	chrX	+	365642	365706	
YJL039C	NUP192	chrX	-	373902	368302	
Unit353		chrX	-	374271	374017	
SUT210		chrX	+	375045	375765	
YJL038C		chrX	-	375254	375198	
anti-ARS1013-5		chrX	-	376063	375798	
YJL037W		chrX	+	376482	377436	
anti-tV(AAC)J		chrX	-	378383	377954	
YJL036W	"SNX4, ATG24, CVT13"	chrX	+	378618	379962	
YJL035C	TAD2	chrX	-	380982	380134	
YJL034W	"KAR2, GRP78, BIP"	chrX	+	381195	383434	
YJL033W	"HCA4, ECM24, DBP4"	chrX	+	383706	386074	
YJL031C	BET4	chrX	-	387453	386294	
YJL030W	MAD2	chrX	+	387538	388209	
YJL029C	VPS53	chrX	-	390838	388270	
YJL028W		chrX	+	391209	391824	
YJL026W	"RNR2, CRT6"	chrX	+	392250	393666	
YJL027C		chrX	-	392273	391577	
YJL025W	RRN7	chrX	+	393810	395378	
YJL024C	"APS3, YKS7"	chrX	-	396550	396494	
Unit355		chrX	-	397076	396829	
YJL023C	PET130	chrX	-	398414	397254	
Unit375		chrX	+	398449	398788	
anti098		chrX	+	400025	400242	
YJL020C	"BBC1, YJL021C, MTI1"	chrX	-	402422	398854	
YJL019W	"MPS3, YJL018W, NEP98"	chrX	+	402714	407218	
SUT634		chrX	-	405145	404065	
YJL016W	YJL017W	chrX	+	405408	407373	
YJL014W	"CCT3, TCP3, BIN2"	chrX	+	407418	409243	
YJL013C	MAD3	chrX	-	410951	409375	
YJL012C	"VTC4, YJL012C-A, PHM3"	chrX	-	413367	411079	
CUT213		chrX	+	413678	414094	
YJL011C	"RPC17, C17"	chrX	-	414751	414039	
SUT211		chrX	+	415142	415390	
YJL010C		chrX	-	419527	417479	
YJL008C	CCT8	chrX	-	421631	420007	
YJL006C	CTK2	chrX	-	424095	423335	
YJL005W	"CYR1, FIL1, TSM0185, SRA4, HSR1, CDC35"	chrX	+	424939	431251	
YJL004C	SYS1	chrX	-	432159	431479	
YJL003W	COX16	chrX	+	432523	432818	
YJL002C	"OST1, NLT1"	chrX	-	434631	433103	
YJL001W	"PRE3, CRL21"	chrX	+	435027	435147	
YJR001W	AVT1	chrX	+	436651	438619	
YJR002W	MPP10	chrX	+	438756	440740	
YJR003C		chrX	-	442504	440856	
YJR004C	"SAG1, AG(ALPHA)1"	chrX	-	444885	442653	
YJR005W	"APL1, YAP80"	chrX	+	445788	447940	
YJR005C-A		chrX	-	448782	448221	
Unit356		chrX	-	448852	448728	
YJR006W	"HYS2, SDP5, POL31, HUS2"	chrX	+	449108	450572	
CUT691		chrX	-	450683	450371	
YJR007W	"SUI2, eIF2 alpha"	chrX	+	450820	451956	
YJR008W		chrX	+	451940	453380	
SUT637		chrX	-	453435	452115	
YJR009C	"TDH2, GLD2"	chrX	-	454705	453427	
YJR010W	MET3	chrX	+	455940	457756	
SUT213		chrX	+	457935	458647	
YJR010C-A	SPC1	chrX	-	458328	457840	
YJR011C		chrX	-	459408	458312	
SUT214		chrX	+	459447	459839	
YJR012C		chrX	-	460136	459592	
YJR013W	"GPI14, PMH1"	chrX	+	460228	461651	
CUT692		chrX	-	461571	461275	
YJR014W	"TMA22, RBF22"	chrX	+	461700	462220	
YJR015W		chrX	+	462604	464212	
YJR016C	ILV3	chrX	-	466152	464352	
YJR017C	"ESS1, PIN1, PTF1"	chrX	-	466984	466208	
YJR019C	"TES1, PTE1"	chrX	-	468240	467120	
YJR021C	"REC107, MER2"	chrX	-	469576	468400	
YJR022W	LSM8	chrX	+	469660	470156	
YJR024C		chrX	-	470904	470128	
YJR025C	"BNA1, HAD1"	chrX	-	471744	471072	
YJR030C		chrX	-	486168	484040	
CUT215		chrX	+	486567	486799	
YJR031C	GEA1	chrX	-	490816	486376	
YJR032W	CPR7	chrX	+	490980	492244	
YJR033C	"RAV1, SOI3"	chrX	-	496424	492376	
YJR034W	PET191	chrX	+	496500	496908	
YJR035W	RAD26	chrX	+	496892	500564	
Unit377		chrX	+	497173	497270	
SUT639		chrX	-	497219	496979	
YJR036C	HUL4	chrX	-	503607	500552	
YJR039W		chrX	+	503756	507012	
CUT693		chrX	-	507531	506963	
YJR040W	"GEF1, CLC"	chrX	+	507612	510068	
YJR041C	"URB2, NPA2"	chrX	-	513752	510024	
YJR042W	"NUP85, RAT9"	chrX	+	513940	515924	
YJR043C	POL32	chrX	-	517488	516408	
YJR044C	VPS55	chrX	-	519224	518624	
YJR045C	"SSC1, mtHSP70, ENS1"	chrX	-	521672	519408	
YJR046W	"TAH11, CDT1, SID2"	chrX	+	521948	523652	
SUT640		chrX	-	524579	524115	
YJR047C	"ANB1, TIF51B, HYP1"	chrX	-	525368	524840	
YJR048W	CYC1	chrX	+	526180	526748	
SUT641		chrX	-	526667	525971	
YJR049C	UTR1	chrX	-	528432	526688	
YJR050W	"ISY1, NTC30, UTR3"	chrX	+	528588	529444	
CUT694		chrX	-	529659	529155	
YJR051W	OSM1	chrX	+	529756	531356	
YJR052W	RAD7	chrX	+	531956	533484	
YJR053W	"BFA1, IBD1"	chrX	+	533468	535892	
CUT695		chrX	-	535755	534955	
YJR054W		chrX	+	535876	537524	
YJR055W	HIT1	chrX	+	538676	539604	
SUT642		chrX	-	540531	539555	
YJR056C		chrX	-	542600	541584	
YJR057W	CDC8	chrX	+	543964	544620	
YJR058C	"APS2, YAP17"	chrX	-	545344	544656	
YJR059W	"PTK2, STK2"	chrX	+	545620	548324	
YJR060W	"CBF1, CPF1, CEP1"	chrX	+	548580	550236	
YJR061W		chrX	+	550404	553340	
YJR062C	"NTA1, DEA1"	chrX	-	554792	553144	
YJR063W	"RPA12, A12.2, RRN4"	chrX	+	555060	555556	
YJR064W	"CCT5, TCP5"	chrX	+	555772	556836	
YJR065C	"ARP3, ACT4"	chrX	-	559112	557576	
YJR066W	"TOR1, DRR1"	chrX	+	559300	565372	
YJR067C	YAE1	chrX	-	567416	566816	
YJR068W	RFC2	chrX	+	567500	568700	
YJR069C	HAM1	chrX	-	569376	568616	
YJR070C	"LIA1, MMD1"	chrX	-	570608	569464	
YJR072C	"NPA3, EPA1"	chrX	-	572088	570816	
YJR073C	"OPI3, PEM2"	chrX	-	572896	572168	
YJR074W	MOG1	chrX	+	573092	573804	
YJR075W	HOC1	chrX	+	573844	575268	
YJR076C	"CDC11, PSL9"	chrX	-	576600	575264	
Unit378		chrX	+	576788	577079	
Unit359		chrX	-	577157	576919	
YJR077C	MIR1	chrX	-	578160	577048	
YJR078W	BNA2	chrX	+	578680	580321	
anti-YJR078W		chrX	-	579167	578711	
YJR079W		chrX	+	580025	581339	
YJR080C		chrX	-	581584	580208	
CUT216		chrX	+	581799	582863	
YJR082C	EAF6	chrX	-	582296	581632	
YJR083C	ACF4	chrX	-	583496	582568	
YJR084W	CSN12	chrX	+	583557	585292	
YJR085C		chrX	-	585408	584968	
CUT217		chrX	+	585655	585911	
YJR086W	STE18	chrX	+	585956	586148	
YJR088C		chrX	-	587344	586304	
YJR089W	BIR1	chrX	+	587636	590524	
YJR090C	"GRR1, SDC1, SSU2, COT2, CAT80"	chrX	-	594544	594128	
YJR091C	"JSN1, PUF1"	chrX	-	598280	594760	
YJR092W	BUD4	chrX	+	598628	603113	
YJR093C	FIP1	chrX	-	604205	603117	
CUT218		chrX	+	604484	604916	
YJR094C	IME1	chrX	-	605717	604429	
Unit379		chrX	+	607127	607414	
SUT643		chrX	-	607424	605936	
Unit360		chrX	-	607823	607312	
YJR094W-A	RPL43B	chrX	+	608161	608521	
YJR095W	"SFC1, ACR1"	chrX	+	609593	610841	
Unit380		chrX	+	609595	609679	
CUT696		chrX	-	610472	609480	
YJR096W		chrX	+	610977	611985	
SUT644		chrX	-	612088	610936	
YJR097W	"JJJ3, DPH4"	chrX	+	612241	612889	
YJR098C		chrX	-	615168	612925	
YJR099W	YUH1	chrX	+	615396	616316	
YJR100C		chrX	-	617320	616256	
YJR101W	RSM26	chrX	+	618060	619028	
YJR102C	"VPS25, VPT25"	chrX	-	619832	618992	
Unit381		chrX	+	619946	620198	
Unit361		chrX	-	620533	620195	
YJR103W	URA8	chrX	+	620612	622420	
YJR104C	"SOD1, CRS4"	chrX	-	622985	622384	
YJR105W	ADO1	chrX	+	623445	624573	
YJR106W	ECM27	chrX	+	624733	628332	
YJR107W		chrX	+	627161	628426	
SUT646		chrX	-	628722	626844	
YJR108W	ABM1	chrX	+	628803	629507	
YJR109C	CPA2	chrX	-	632911	630327	
Unit362		chrX	-	633069	632879	
YJR110W	YMR1	chrX	+	633404	635747	
YJR111C		chrX	-	636735	635735	
YJR112W	NNF1	chrX	+	636899	637467	
YJR112W-A		chrX	+	637610	638268	
YJR113C	RSM7	chrX	-	638967	638151	
Unit363		chrX	-	639315	639121	
YJR115W		chrX	+	639762	640551	
CUT698		chrX	-	640418	639994	
YJR116W		chrX	+	640603	641667	
SUT648		chrX	-	641802	640810	
YJR117W	"STE24, PIO2, AFC1"	chrX	+	641867	643299	
CUT220		chrX	+	643510	645110	
YJR118C	ILM1	chrX	-	644079	643311	
YJR119C		chrX	-	646447	644063	
SUT649		chrX	-	647282	647122	
YJR120W		chrX	+	647300	649395	
YJR121W	ATP2	chrX	+	647300	649395	
YJR122W	CAF17	chrX	+	649635	651187	
CUT699		chrX	-	651258	650706	
YJR123W	RPS5	chrX	+	651763	652643	
YJR124C		chrX	-	654207	652687	
YJR125C	ENT3	chrX	-	655951	654863	
YJR126C	VPS70	chrX	-	658599	656095	
YJR127C	"RSF2, ZMS1"	chrX	-	662751	658807	
YJR129C		chrX	-	665043	663744	
YJR130C	STR2	chrX	-	667103	665383	
YJR131W	MNS1	chrX	+	667467	669403	
anti-YJR131W		chrX	-	669094	668380	
YJR132W	"NMD5, KAP119"	chrX	+	669387	672675	
YJR133W	XPT1	chrX	+	672803	673451	
YJR134C	SGM1	chrX	-	675876	673473	
YJR135C	MCM22	chrX	-	676759	673559	
YJR135W-A	TIM8	chrX	+	676791	677334	
YJR136C		chrX	-	678647	677327	
YJR137C	"ECM17, MET5"	chrX	-	683383	678855	
YJR138W	IML1	chrX	+	684459	687867	
YJR139C	HOM6	chrX	-	690559	689279	
YJR140C	"HIR3, HPC1"	chrX	-	695695	690543	
YJR141W		chrX	+	695771	696827	
YJR142W		chrX	+	697043	698083	
YJR143C	PMT4	chrX	-	700599	698415	
YJR144W	"MGM101, MGM9"	chrX	+	700755	701705	
YJR145C	RPS4A	chrX	-	703055	702703	
YJR147W	HMS2	chrX	+	704035	705291	
anti-YJR147W		chrX	-	705206	704518	
YJR148W	"BAT2, ECA40, TWT2"	chrX	+	705587	706771	
YJR149W		chrX	+	706755	707083	
YJR150C	"DAN1, CCW13"	chrX	-	709731	708555	
YJR151C	DAN4	chrX	-	715764	711999	
YJR151W-A		chrX	+	717400	717730	
Unit364		chrX	-	719176	718684	
YJR152W	"DAL5, UREP1"	chrX	+	719486	721397	
YJR153W	"PGU1, PSM1, PGL1"	chrX	+	722667	723787	
anti102		chrX	-	724127	723006	
Unit382		chrX	+	724900	725661	
Unit365		chrX	-	725261	724469	
YJR154W		chrX	+	725379	726699	
YJR155W	AAD10	chrX	+	727225	728371	
YJR156C	THI11	chrX	-	729620	728318	
YJR158W	HXT16	chrX	+	732260	734243	
YJR159W	"SOR1, SDH1"	chrX	+	735864	737217	
YJR160C	MPH3	chrX	-	739840	737752	
Unit366		chrX	-	742286	742154	
YJR161C	COS5	chrX	-	744023	742592	
YKL224C		chrXI	-	2283	1632	
Unit401		chrXI	+	3025	3348	
YKL222C		chrXI	-	5760	3320	
YKL221W	MCH2	chrXI	+	6005	7706	
SUT652		chrXI	-	7820	6060	
YKL220C	FRE2	chrXI	-	11328	8913	
SUT653		chrXI	-	14347	13675	
YKL219W	COS9	chrXI	+	14525	15821	
YKL218C	SRY1	chrXI	-	18497	17281	
Unit402		chrXI	+	18659	20228	
SUT656		chrXI	-	21213	19757	
SUT220		chrXI	+	21233	22073	
YKL217W	JEN1	chrXI	+	22132	24262	
SUT657		chrXI	-	22197	21253	
anti103		chrXI	-	23905	22224	
YKL216W	URA1	chrXI	+	25148	26196	
YKL215C		chrXI	-	30760	26648	
CUT225		chrXI	+	30920	31152	
YKL214C	YRA2	chrXI	-	31776	31128	
YKL213C	"DOA1, ZZZ4, UFD3"	chrXI	-	34152	31888	
YKL212W	"SAC1, RSD1"	chrXI	+	34332	36596	
YKL211C	TRP3	chrXI	-	38240	36544	
YKL210W	UBA1	chrXI	+	39108	42156	
YKL209C	STE6	chrXI	-	46344	42368	
Unit404		chrXI	+	46603	46727	
YKL208W	"CBT1, SOC1"	chrXI	+	47108	47844	
YKL207W		chrXI	+	47828	48164	
YKL206C	ADD66	chrXI	-	49856	48984	
YKL205W	LOS1	chrXI	+	50012	53412	
YKL204W	EAP1	chrXI	+	53668	55652	
YKL203C	"TOR2, DRR2"	chrXI	-	63547	63243	
anti104		chrXI	+	66486	67631	
YKL201C	MNN4	chrXI	-	67651	66275	
anti-YKL198C		chrXI	+	69758	70412	
YKL198C	"PTK1, POT1, YKT9, YKL199C, STK1, KKT8"	chrXI	-	70322	68094	
YKL197C	"PEX1, PAS1"	chrXI	-	73911	68146	
YKL196C	YKT6	chrXI	-	75607	74783	
YKL195W	"MIA40, TIM40, FMP15"	chrXI	+	75771	77091	
YKL194C	MST1	chrXI	-	78663	77159	
YKL193C	"SDS22, EGP1"	chrXI	-	79927	78863	
YKL192C	ACP1	chrXI	-	80583	80015	
YKL191W	DPH2	chrXI	+	81003	82435	
YKL190W	"CNB1, YCN2, CRV1"	chrXI	+	82899	82995	
YKL189W	HYM1	chrXI	+	84595	86034	
YKL188C	"PXA2, PAT1"	chrXI	-	88639	86255	
SUT223		chrXI	+	88711	92255	
YKL187C		chrXI	-	91135	89175	
SUT224		chrXI	+	92279	92647	
YKL186C	MTR2	chrXI	-	93351	92640	
YKL185W	ASH1	chrXI	+	94155	96219	
CUT704		chrXI	-	96315	95979	
YKL184W	"SPE1, SPE10, ORD1"	chrXI	+	96587	98331	
YKL183W	LOT5	chrXI	+	98539	99683	
YKL183C-A		chrXI	-	98709	98217	
YKL182W	FAS1	chrXI	+	100569	107004	
YKL181W	"PRS1, PRP1"	chrXI	+	107099	108347	
YKL180W	"RPL17A, RPL17"	chrXI	+	109219	109587	
YKL179C	COY1	chrXI	-	112519	110335	
YKL178C	"STE3, DAF2"	chrXI	-	114729	113037	
anti-YKL177W		chrXI	-	114887	114633	
anti-YKL176C-2		chrXI	+	115105	115650	
YKL176C	LST4	chrXI	-	118335	115679	
YKL175W	ZRT3	chrXI	+	118723	119787	
YKL174C	TPO5	chrXI	-	122343	120287	
YKL173W	"SNU114, GIN10"	chrXI	+	122475	125651	
YKL172W	EBP2	chrXI	+	125723	127035	
YKL171W		chrXI	+	127291	129819	
SUT659		chrXI	-	130291	126715	
YKL170W	"MRPL38, MRPL34, YmL34, YmL38"	chrXI	+	130539	131139	
YKL168C	KKQ8	chrXI	-	133471	131215	
YKL167C	MRP49	chrXI	-	134159	133551	
Unit384		chrXI	-	134396	134290	
YKL166C	TPK3	chrXI	-	135871	134303	
Unit406		chrXI	+	136090	136163	
Unit385		chrXI	-	137624	135881	
YKL165C	"MCD4, FSR2, SSU21, ZRG16"	chrXI	-	140727	137800	
SUT227		chrXI	+	141261	142823	
YKL164C	"PIR1, CCW6"	chrXI	-	142911	141671	
Unit407		chrXI	+	143336	143723	
YKL163W	"PIR3, CCW8"	chrXI	+	144299	145556	
SUT660		chrXI	-	144955	144539	
YKL162C		chrXI	-	148879	147487	
YKL161C	MLP1	chrXI	-	150887	149135	
Unit408		chrXI	+	151580	152604	
YKL160W	ELF1	chrXI	+	153243	153779	
SUT230		chrXI	+	153775	154303	
YKL159C	RCN1	chrXI	-	154519	153639	
YKL157W	"APE2, YKL158W, LAP1"	chrXI	+	154955	155275	
anti-YKL157W		chrXI	-	155143	154827	
CUT705		chrXI	-	158298	157723	
YKL156W	RPS27A	chrXI	+	158554	158979	
YKL155C	RSM22	chrXI	-	161375	159551	
YKL154W	SRP102	chrXI	+	161491	162379	
anti-YKLWdelta3		chrXI	-	163399	163010	
YKL152C	GPM1	chrXI	-	164423	163495	
YKL151C		chrXI	-	166023	165055	
YKL150W	MCR1	chrXI	+	166443	167563	
YKL149C	"DBR1, PRP26"	chrXI	-	168847	167487	
Unit386		chrXI	-	171281	171186	
YKL148C	SDH1	chrXI	-	171311	169111	
YKL146W	AVT3	chrXI	+	171763	173891	
YKL145W	"RPT1, YTA3, CIM5"	chrXI	+	174139	175691	
YKL144C	"RPC25, C25, YKL1"	chrXI	-	176543	175775	
YKL143W	"LTV1, YKL2"	chrXI	+	176739	178211	
YKL142W	"MRP8, YKL3"	chrXI	+	178435	179235	
Unit387		chrXI	-	179350	179183	
YKL141W	"SDH3, YKL4, CYB3"	chrXI	+	179619	180363	
YKL140W	"TGL1, YKL5"	chrXI	+	180563	182483	
YKL139W	CTK1	chrXI	+	182763	184595	
YKL138C-A	HSK3	chrXI	-	185114	184625	
YKL138C	"MRPL31, YmL31"	chrXI	-	185799	185295	
YKL137W		chrXI	+	185891	186410	
YKL135C	APL2	chrXI	-	188767	186511	
YKL134C	40087	chrXI	-	191501	189023	
YKL133C		chrXI	-	193069	191765	
YKL132C	RMA1	chrXI	-	194968	193396	
SUT231		chrXI	+	195195	195723	
YKL130C	SHE2	chrXI	-	196101	195573	
SUT232		chrXI	+	200318	201990	
YKL129C	MYO3	chrXI	-	200944	196341	
YKL128C	PMU1	chrXI	-	201808	200928	
anti105		chrXI	+	201987	202928	
YKL127W	PGM1	chrXI	+	203492	205268	
SUT663		chrXI	-	205434	203906	
YKL126W	"YPK1, SLI2"	chrXI	+	205500	207484	
YKL125W	RRN3	chrXI	+	208116	208388	
YKL124W	"SSH4, MLF4"	chrXI	+	210468	212364	
YKL122C	SRP21	chrXI	-	213048	212416	
Unit410		chrXI	+	213299	213681	
Unit388		chrXI	-	213610	213126	
YKL121W		chrXI	+	213900	216748	
YKL120W	OAC1	chrXI	+	217212	218036	
YKL119C	"VPH2, VMA12, CLS10"	chrXI	-	219288	218816	
YKL117W	SBA1	chrXI	+	220268	221084	
YKL116C	PRR1	chrXI	-	223072	221384	
CUT228		chrXI	+	223198	225134	
YKL114C	APN1	chrXI	-	224520	223328	
YKL113C	"RAD27, FEN1, RTH1, ERC11"	chrXI	-	225920	224705	
YKL112W	"ABF1, SBF1, REB2, OBF1, BAF1"	chrXI	+	226396	228796	
YKL110C	"KTI12, TOT4"	chrXI	-	229952	229136	
Unit411		chrXI	+	231319	231866	
YKL109W	HAP4	chrXI	+	231892	233668	
Unit412		chrXI	+	231956	232221	
Unit389		chrXI	-	232172	231775	
YKL108W	"SLD2, DRC1"	chrXI	+	234324	235965	
YKL107W		chrXI	+	236039	237248	
YKL106C-A		chrXI	-	237368	236969	
YKL106W	AAT1	chrXI	+	237412	238964	
YKL105C		chrXI	-	242816	239432	
Unit390		chrXI	-	243111	242972	
YKL104C	GFA1	chrXI	-	245576	243008	
CUT229		chrXI	+	246094	246630	
YKL103C	"LAP4, API, YSC1, APE1"	chrXI	-	247776	245960	
YKL101W	"HSL1, NIK1"	chrXI	+	248652	250140	
YKL100C		chrXI	-	255496	253456	
CUT230		chrXI	+	255742	256015	
YKL099C	UTP11	chrXI	-	256544	255672	
YKL098W		chrXI	+	256724	257884	
CUT708		chrXI	-	258403	257891	
YKL096W-A	"CWP2, YKL097W-A, LPR1"	chrXI	+	259151	259709	
YKL096C-B		chrXI	-	259324	258895	
SUT664		chrXI	-	260027	259611	
YKL096W	"CWP1, YJU1"	chrXI	+	261084	261948	
YKL095W	"YJU2, CWC16"	chrXI	+	262092	263332	
YKL094W	YJU3	chrXI	+	263316	264372	
YKL093W	MBR1	chrXI	+	264356	265796	
anti106		chrXI	-	265544	264463	
YKL092C	"BUD2, ERC25, CLA2"	chrXI	-	269536	265144	
YKL091C	SFH1	chrXI	-	270720	269744	
Unit413		chrXI	+	270911	271493	
YKL090W	CUE2	chrXI	+	271860	274820	
SUT666		chrXI	-	272195	270755	
SUT667		chrXI	-	273115	272411	
YKL089W	MIF2	chrXI	+	273292	275221	
CUT710		chrXI	-	275059	274187	
YKL088W		chrXI	+	275188	276996	
YKL087C	CYT2	chrXI	-	277968	277072	
YKL086W	SRX1	chrXI	+	278179	278842	
SUT668		chrXI	-	278907	278283	
YKL085W	MDH1	chrXI	+	278980	280428	
Unit414		chrXI	+	278990	279093	
YKL084W	HOT13	chrXI	+	280412	280884	
YKL082C	RRP14	chrXI	-	282408	281000	
YKL081W	"TEF4, EFC1"	chrXI	+	282836	283100	
Unit393		chrXI	-	284707	284526	
YKL080W	"VMA5, VAT3, CSL5"	chrXI	+	284916	286196	
CUT711		chrXI	-	286371	285843	
YKL079W	SMY1	chrXI	+	286404	288468	
YKL078W	DHR2	chrXI	+	288812	290964	
anti-YKL078W-1		chrXI	-	291136	291050	
YKL077W		chrXI	+	291388	292692	
YKL075C		chrXI	-	294408	292920	
YKL074C	MUD2	chrXI	-	296248	294584	
YKL073W	"LHS1, SSI1, CER1"	chrXI	+	296388	299084	
CUT713		chrXI	-	299155	298771	
YKL072W	STB6	chrXI	+	299380	302092	
SUT669		chrXI	-	302147	299563	
Unit394		chrXI	-	304732	303579	
YKL071W		chrXI	+	305012	306062	
YKL070W		chrXI	+	306109	306898	
anti107		chrXI	-	307072	304791	
YKL069W	YKG9	chrXI	+	307245	307876	
CUT714		chrXI	-	308003	307627	
YKL068W-A		chrXI	+	309104	309620	
SUT671		chrXI	-	309859	308747	
YKL068W	"NUP100, NSP100"	chrXI	+	310084	313076	
YKL067W	"YNK1, NDK1"	chrXI	+	314684	315468	
YKL065W-A		chrXI	+	315852	316353	
SUT672		chrXI	-	316091	315379	
YKL065C	YET1	chrXI	-	317128	316336	
Unit415		chrXI	+	317368	317643	
YKL064W	MNR2	chrXI	+	317556	320780	
anti-YKL063C		chrXI	+	321252	321432	
YKL063C		chrXI	-	321696	320833	
SUT234		chrXI	+	322311	322807	
YKL062W	MSN4	chrXI	+	323132	325180	
YKL061W		chrXI	+	325756	326316	
CUT715		chrXI	-	325907	325467	
YKL060C	"FBA1, LOT1"	chrXI	-	327544	326344	
CUT231		chrXI	+	328135	329175	
YKL059C	MPE1	chrXI	-	329520	328024	
YKL058W	TOA2	chrXI	+	330116	330724	
YKL057C	"NUP120, RAT2"	chrXI	-	334024	331208	
YKL056C	"TMA19, RBF18"	chrXI	-	334984	334224	
CUT232		chrXI	+	335311	335863	
YKL055C	OAR1	chrXI	-	336200	334984	
Unit416		chrXI	+	336322	336387	
YKL054C	"DEF1, VID31"	chrXI	-	338863	336424	
YKL053C-A	MDM35	chrXI	-	339544	339004	
YKL052C	ASK1	chrXI	-	340584	339696	
YKL051W	SFK1	chrXI	+	340844	342500	
anti108		chrXI	-	342120	341223	
Unit417		chrXI	+	342404	342753	
YKL050C		chrXI	-	345722	342674	
YKL049C	"CSE4, CSL2"	chrXI	-	346824	346064	
YKL048C	"ELM1, LDB9"	chrXI	-	349224	347328	
YKL047W		chrXI	+	349428	350996	
YKL046C	DCW1	chrXI	-	352856	351056	
YKL045W	PRI2	chrXI	+	353420	355180	
SUT675		chrXI	-	356139	355115	
YKL043W	PHD1	chrXI	+	356476	358004	
YKL042W	SPC42	chrXI	+	358268	359652	
Unit418		chrXI	+	359652	359763	
YKL041W	"VPS24, DID3"	chrXI	+	360045	360901	
YKL040C	"NFU1, NUB1"	chrXI	-	361897	360889	
YKL039W	PTM1	chrXI	+	362445	364293	
CUT234		chrXI	+	364601	364745	
anti109		chrXI	-	365201	364368	
YKL038W	RGT1	chrXI	+	365294	369261	
YKL037W		chrXI	+	369263	369899	
anti-YKL037W		chrXI	-	369405	369195	
